agent,ipsource,ipdestination,tcpsourceport,tcpdestinationport,bytes,rate(bytes)
198.17.101.70,198.17.101.70,10.244.12.45,128.114.109.72,10.244.71.143,TCP:5000,TCP:46814,gitlab,gitlab-67db8df6b9-m7xhd,gitlab,haproxy,haproxy-ingress-mtk9n,haproxy-ingress,619007000,10316800
67.58.51.230,10.244.107.143,10.244.213.2,TCP:33228,TCP:6802,615750000,10262500
67.58.51.226,10.244.113.27,10.244.59.48,TCP:56656,TCP:6808,610302000,10171700
67.58.51.236,10.244.149.211,10.244.217.218,TCP:49688,TCP:6802,609914000,10165200
67.58.51.241,10.244.194.68,10.244.206.175,TCP:6802,TCP:53542,606620000,10110300
67.58.51.239,10.244.113.27,67.58.51.239,TCP:6801,TCP:50188,606300000,10105000
67.58.51.240,10.244.73.230,10.244.217.218,TCP:45976,TCP:6802,599400000,9990000
67.58.51.234,10.244.217.218,10.244.43.101,TCP:6802,TCP:41012,597940000,9965670
67.58.51.236,10.244.167.177,10.244.149.211,TCP:53170,TCP:6802,595050000,9917500
171.66.4.11,171.66.4.11,10.244.90.183,192.154.2.254,10.244.33.3,TCP:53132,TCP:6808,rook,rook-ceph-osd-156-844d86c665-58qsq,osd,rook,rook-ceph-osd-98-67b5dd6496-f82jq,osd,591160000,9852670
67.58.51.230,10.244.194.68,10.244.107.143,TCP:6802,TCP:37788,588930000,9815500
67.58.51.233,10.244.217.218,67.58.51.233,TCP:6801,TCP:33158,580750000,9679170
67.58.51.226,10.244.149.211,67.58.51.226,TCP:6801,TCP:52258,577921000,9632020
199.109.80.16,199.109.80.16,10.244.210.221,67.58.51.40,10.244.80.243,TCP:8080,TCP:42086,kraken,kraken-origin-696757d685-b9zkm,main,kraken,kraken-agent-gfbkf,main,576435000,9607260
67.58.51.235,10.244.73.230,10.244.129.197,TCP:6802,TCP:48458,576090000,9601500
67.58.51.232,10.244.194.68,10.244.73.230,TCP:51238,TCP:6802,566970000,9449500
67.58.51.230,10.244.113.27,10.244.107.143,TCP:6802,TCP:40616,566850000,9447500
67.58.51.243,10.244.194.68,10.244.213.2,TCP:46564,TCP:6802,564350000,9405840
67.58.51.240,10.244.4.218,10.244.217.218,TCP:42898,TCP:6802,563780000,9396330
67.58.51.248,10.244.107.143,10.244.4.218,TCP:60114,TCP:6802,561370000,9356170
67.58.51.239,10.244.73.230,10.244.158.219,TCP:6802,TCP:51282,556640000,9277330
67.58.51.239,10.244.156.249,67.58.51.239,TCP:6801,TCP:41042,554930000,9248830
67.58.51.236,10.244.206.175,10.244.149.211,TCP:6802,TCP:39324,552844000,9214070
67.58.51.236,10.244.129.197,10.244.149.211,TCP:55040,TCP:6802,549060000,9151000
67.58.51.234,10.244.213.2,10.244.43.101,TCP:6802,TCP:43548,547760000,9129330
67.58.51.242,10.244.129.197,10.244.53.157,TCP:6802,TCP:58632,547750000,9129170
67.58.51.232,10.244.73.230,10.244.149.211,TCP:6802,TCP:39646,546360000,9106000
67.58.51.231,10.244.53.157,10.244.156.249,TCP:6802,TCP:36318,541970000,9032830
67.58.51.231,10.244.206.175,10.244.156.249,TCP:57422,TCP:6802,541960000,9032670
67.58.51.235,10.244.194.68,10.244.129.197,TCP:55292,TCP:6802,541540000,9025670
67.58.51.230,10.244.4.218,10.244.107.143,TCP:6802,TCP:60114,541450000,9024170
67.58.51.230,10.244.158.219,10.244.107.143,TCP:38888,TCP:6802,540640000,9010670
67.58.51.240,10.244.149.211,10.244.217.218,TCP:49688,TCP:6802,540560000,9009330
67.58.51.245,10.244.4.218,10.244.1.231,TCP:53352,TCP:6802,540410000,9006830
67.58.51.242,10.244.217.218,10.244.53.157,TCP:6802,TCP:53770,540320000,9005330
67.58.51.236,10.244.156.249,10.244.149.211,TCP:39176,TCP:6802,540045000,9000750
67.58.51.226,10.244.194.68,10.244.59.48,TCP:46532,TCP:6808,539992000,8999870
67.58.51.235,10.244.158.219,10.244.129.197,TCP:47266,TCP:6802,539680000,8994670
67.58.51.234,10.244.107.143,10.244.43.101,TCP:57462,TCP:6802,539600000,8993330
67.58.51.233,10.244.217.218,10.244.167.177,TCP:6802,TCP:59778,539450000,8990830
67.58.51.232,10.244.167.177,10.244.73.230,TCP:52122,TCP:6802,539080000,8984670
67.58.51.233,10.244.158.219,10.244.167.177,TCP:51968,TCP:6802,538560000,8976000
67.58.51.232,10.244.43.101,10.244.73.230,TCP:46528,TCP:6802,538560000,8976000
199.109.80.17,168.123.136.165,199.109.80.17,TCP:50384,TCP:5201,538440000,8974000
67.58.51.241,10.244.217.218,67.58.51.241,TCP:6801,TCP:51424,537600000,8960000
67.58.51.242,10.244.4.218,67.58.51.242,TCP:6801,TCP:49088,537600000,8960000
67.58.51.232,10.244.156.249,67.58.51.232,TCP:6801,TCP:51716,537600000,8960000
67.58.51.239,10.244.149.211,67.58.51.239,TCP:6801,TCP:44288,537600000,8960000
67.58.51.242,10.244.213.2,67.58.51.242,TCP:6801,TCP:44260,537600000,8960000
67.58.51.242,10.244.149.211,67.58.51.242,TCP:6801,TCP:46412,537600000,8960000
67.58.51.242,10.244.156.249,67.58.51.242,TCP:6801,TCP:50662,537600000,8960000
67.58.51.247,10.244.43.101,67.58.51.247,TCP:6801,TCP:59802,537600000,8960000
67.58.51.236,10.244.179.251,67.58.51.236,TCP:6801,TCP:53640,537600000,8960000
67.58.51.239,10.244.43.101,67.58.51.239,TCP:6801,TCP:38636,537600000,8960000
67.58.51.240,10.244.56.177,67.58.51.240,TCP:6801,TCP:51704,537600000,8960000
67.58.51.233,10.244.129.197,67.58.51.233,TCP:6801,TCP:59380,537600000,8960000
67.58.51.230,10.244.129.197,67.58.51.230,TCP:6801,TCP:49436,537080000,8951330
67.58.51.246,10.244.129.197,67.58.51.246,TCP:6801,TCP:59654,537080000,8951330
67.58.51.244,10.244.213.2,67.58.51.244,TCP:6801,TCP:56654,537080000,8951330
67.58.51.230,10.244.43.101,67.58.51.230,TCP:6801,TCP:46690,537080000,8951330
67.58.51.247,10.244.73.230,67.58.51.247,TCP:6801,TCP:49886,537080000,8951330
67.58.51.246,10.244.194.68,67.58.51.246,TCP:6801,TCP:41764,537080000,8951330
67.58.51.230,10.244.113.27,67.58.51.230,TCP:6801,TCP:47580,536560000,8942670
67.58.51.244,10.244.1.231,67.58.51.244,TCP:6801,TCP:51954,536560000,8942670
67.58.51.243,10.244.179.251,67.58.51.243,TCP:6801,TCP:54592,536040000,8934000
138.23.104.118,128.114.109.67,10.244.106.20,138.23.104.118,10.244.91.213,TCP:8080,TCP:38430,rook,rook-ceph-rgw-nautiluss3-q-68fcdcf88d-nzr7b,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-195-sz-65536jrsp7,dp-container,535223000,8920380
67.58.51.229,10.244.149.211,10.244.159.219,TCP:6802,TCP:37542,535000000,8916670
67.58.51.247,10.244.156.249,67.58.51.247,TCP:6801,TCP:38820,534510000,8908500
67.58.51.235,10.244.129.197,10.244.56.177,TCP:45924,TCP:6802,524360000,8739330
67.58.51.241,10.244.129.197,67.58.51.241,TCP:6801,TCP:33718,515290000,8588170
199.109.80.6,199.109.80.22,10.244.219.166,67.58.53.160,10.244.152.75,TCP:8081,TCP:46686,kraken,kraken-agent-qs4zr,main,_,_,_,514949000,8582490
128.114.109.67,104.18.124.25,128.114.109.67,TCP:443,TCP:6894,504129000,8402160
67.58.51.247,10.244.194.68,10.244.53.157,TCP:40080,TCP:6802,497610000,8293500
138.23.104.66,138.23.104.66,10.244.15.46,128.111.68.131,10.244.87.59,TCP:39812,TCP:6802,rook,rook-ceph-osd-194-6bc9b78765-hlhxf,osd,rook,rook-ceph-osd-62-5854db5cff-dx5x9,osd,488840000,8147330
67.58.51.233,10.244.167.177,10.244.137.22,TCP:6802,TCP:46050,486530000,8108830
67.58.51.233,10.244.149.211,10.244.167.177,TCP:6802,TCP:53170,474090000,7901500
67.58.51.242,10.244.194.68,10.244.53.157,TCP:40080,TCP:6802,472300000,7871670
67.58.51.234,10.244.149.211,10.244.43.101,TCP:6802,TCP:40520,470530000,7842170
67.58.51.235,10.244.1.231,10.244.129.197,TCP:41324,TCP:6802,466260000,7771000
67.58.51.230,10.244.1.231,10.244.107.143,TCP:6802,TCP:60958,466110000,7768500
67.58.51.231,10.244.4.218,10.244.156.249,TCP:6802,TCP:34082,466060000,7767670
67.58.51.248,10.244.156.249,10.244.4.218,TCP:34082,TCP:6802,463590000,7726500
67.58.51.246,10.244.156.249,10.244.56.177,TCP:41180,TCP:6802,462640000,7710670
67.58.51.244,10.244.43.101,10.244.113.27,TCP:6802,TCP:39344,460840000,7680670
67.58.51.237,10.244.73.230,10.244.179.251,TCP:6802,TCP:39940,460030000,7667170
67.58.51.242,10.244.167.177,10.244.53.157,TCP:6802,TCP:36796,459540000,7659000
67.58.51.246,10.244.1.231,10.244.56.177,TCP:6802,TCP:40492,454010000,7566830
67.58.51.235,10.244.53.157,10.244.129.197,TCP:58632,TCP:6802,452640000,7544000
67.58.51.246,10.244.107.143,10.244.56.177,TCP:54852,TCP:6802,450800000,7513330
199.109.80.23,67.58.53.218,10.244.42.105,199.109.80.23,10.244.231.36,TCP:8080,TCP:37552,rook,rook-ceph-rgw-nautiluss3-d-7954cf7686-8gcbr,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-14-sz-65536-ffk47,dp-container,450470000,7507840
67.58.51.244,10.244.4.218,10.244.113.27,TCP:6802,TCP:34498,450370000,7506170
67.58.51.242,10.244.206.175,10.244.53.157,TCP:39036,TCP:6802,449920000,7498670
192.168.140.184,130.156.13.0,10.244.84.144,67.58.51.40,10.244.80.243,TCP:33282,TCP:8080,kraken,kraken-agent-fnbmx,main,kraken,kraken-agent-gfbkf,main,449000000,7483330
67.58.51.235,10.244.129.197,10.244.1.231,TCP:6802,TCP:41324,448960000,7482670
67.58.51.243,10.244.43.101,67.58.51.243,TCP:6801,TCP:57102,448520000,7475330
67.58.51.236,10.244.53.157,67.58.51.236,TCP:6801,TCP:35014,448520000,7475330
67.58.51.234,10.244.194.68,67.58.51.234,TCP:6801,TCP:46346,448520000,7475330
67.58.51.241,10.244.113.27,10.244.206.175,TCP:6802,TCP:45946,448520000,7475330
128.111.68.131,138.23.104.66,10.244.15.46,128.111.68.131,10.244.87.59,TCP:39812,TCP:6802,rook,rook-ceph-osd-194-6bc9b78765-hlhxf,osd,rook,rook-ceph-osd-62-5854db5cff-dx5x9,osd,448280000,7471330
67.58.51.244,10.244.158.219,67.58.51.244,TCP:6801,TCP:54184,448000000,7466670
67.58.51.232,10.244.1.231,67.58.51.232,TCP:6801,TCP:35028,448000000,7466670
67.58.51.230,10.244.217.218,67.58.51.230,TCP:6801,TCP:35826,448000000,7466670
67.58.51.239,10.244.107.143,67.58.51.239,TCP:6801,TCP:53136,448000000,7466670
67.58.51.235,10.244.149.211,67.58.51.235,TCP:6801,TCP:48466,448000000,7466670
67.58.51.240,10.244.107.143,67.58.51.240,TCP:6801,TCP:44760,448000000,7466670
67.58.51.235,10.244.56.177,67.58.51.235,TCP:6801,TCP:39948,448000000,7466670
67.58.51.236,10.244.156.249,67.58.51.236,TCP:6801,TCP:39380,448000000,7466670
67.58.51.232,10.244.113.27,10.244.73.230,TCP:51710,TCP:6802,448000000,7466670
67.58.51.241,10.244.43.101,67.58.51.241,TCP:6801,TCP:56496,448000000,7466670
67.58.51.246,10.244.53.157,67.58.51.246,TCP:6801,TCP:35188,448000000,7466670
67.58.51.246,10.244.156.249,67.58.51.246,TCP:6801,TCP:49894,448000000,7466670
67.58.51.246,10.244.213.2,67.58.51.246,TCP:6801,TCP:50286,448000000,7466670
67.58.51.244,10.244.206.175,67.58.51.244,TCP:6801,TCP:35040,448000000,7466670
67.58.51.233,10.244.206.175,67.58.51.233,TCP:6801,TCP:58658,448000000,7466670
67.58.51.234,10.244.149.211,67.58.51.234,TCP:6801,TCP:53160,448000000,7466670
67.58.51.244,10.244.53.157,67.58.51.244,TCP:6801,TCP:52596,448000000,7466670
67.58.51.235,10.244.213.2,67.58.51.235,TCP:6801,TCP:57766,448000000,7466670
67.58.51.241,10.244.73.230,67.58.51.241,TCP:6801,TCP:59810,448000000,7466670
67.58.51.233,10.244.156.249,67.58.51.233,TCP:6801,TCP:44636,448000000,7466670
67.58.51.247,10.244.107.143,67.58.51.247,TCP:6801,TCP:53550,448000000,7466670
67.58.51.240,10.244.43.101,67.58.51.240,TCP:6801,TCP:35988,448000000,7466670
67.58.51.235,10.244.194.68,67.58.51.235,TCP:6801,TCP:56920,448000000,7466670
67.58.51.241,10.244.213.2,67.58.51.241,TCP:6801,TCP:47318,447480000,7458000
67.58.51.232,10.244.158.219,67.58.51.232,TCP:6801,TCP:33052,447480000,7458000
67.58.51.236,10.244.113.27,67.58.51.236,TCP:6801,TCP:47548,447480000,7458000
67.58.51.247,10.244.167.177,67.58.51.247,TCP:6801,TCP:43320,447480000,7458000
67.58.51.230,10.244.4.218,67.58.51.230,TCP:6801,TCP:57702,447480000,7458000
67.58.51.227,10.244.217.218,67.58.51.227,TCP:6801,TCP:43942,446967000,7449450
128.111.68.131,67.58.50.67,10.244.16.13,128.111.68.131,10.244.87.53,TCP:6802,TCP:42328,rook,rook-ceph-osd-138-6b96b58bd7-dsxpc,osd,rook,rook-ceph-osd-36-c7d586554-lb2c5,osd,446840000,7447330
67.58.51.226,10.244.137.22,67.58.51.226,TCP:6801,TCP:42428,446442000,7440700
67.58.51.226,10.244.217.218,67.58.51.226,TCP:6801,TCP:36712,446441000,7440690
67.58.51.229,10.244.129.197,10.244.159.219,TCP:38054,TCP:6802,446440000,7440670
67.58.51.239,10.244.206.175,67.58.51.239,TCP:6801,TCP:49150,446440000,7440670
138.23.104.118,67.58.53.151,10.244.40.238,138.23.104.118,10.244.91.213,TCP:8080,TCP:38582,rook,rook-ceph-rgw-nautiluss3-s-84c676db44-kppz4,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-195-sz-65536jrsp7,dp-container,446137000,7435620
199.109.80.23,67.58.51.16,10.244.236.35,199.109.80.23,10.244.231.36,TCP:8080,TCP:37564,rook,rook-ceph-rgw-nautiluss3-o-6d8db494fb-sf2c6,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-14-sz-65536-ffk47,dp-container,446120000,7435330
199.109.80.21,67.58.51.19,10.244.38.50,199.109.80.21,10.244.145.199,TCP:8080,TCP:49648,rook,rook-ceph-rgw-nautiluss3-x-6db589d5c4-xswlr,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-90-sz-65536-j7kj4,dp-container,446120000,7435330
199.109.80.23,68.181.11.162,10.244.182.213,199.109.80.23,10.244.231.36,TCP:8080,TCP:37472,rook,rook-ceph-rgw-nautiluss3-n-7658fd76cd-s9lft,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-14-sz-65536-ffk47,dp-container,446120000,7435330
67.58.51.227,10.244.217.218,10.244.137.22,TCP:6802,TCP:47948,445933000,7432220
67.58.51.235,10.244.129.197,67.58.51.232,TCP:6801,TCP:35800,445920000,7432000
67.58.51.239,10.244.158.219,67.58.51.241,TCP:6801,TCP:46810,444550000,7409170
67.58.51.239,10.244.158.219,67.58.51.242,TCP:6801,TCP:59710,443870000,7397830
67.58.51.244,10.244.113.27,67.58.51.242,TCP:6801,TCP:54288,443350000,7389170
67.58.51.239,10.244.158.219,67.58.51.243,TCP:6801,TCP:54246,443350000,7389170
199.109.80.6,128.114.109.74,10.244.107.34,199.109.80.22,10.244.219.158,TCP:8080,TCP:52798,rook,rook-ceph-rgw-nautiluss3-r-5b5588775d-lt7gs,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-148-sz-65536gr9dp,dp-container,441385000,7356420
199.109.80.6,198.17.101.46,10.244.1.42,199.109.80.23,10.244.231.36,TCP:8080,TCP:37604,rook,rook-ceph-rgw-nautiluss3-e-f7cb7cb4d-mnvjp,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-14-sz-65536-ffk47,dp-container,441385000,7356420
67.58.53.147,67.58.53.147,67.58.53.141,TCP:6443,TCP:27125,440838000,7347300
67.58.51.245,10.244.156.249,10.244.1.231,TCP:6802,TCP:55760,440590000,7343170
67.58.51.231,10.244.213.2,10.244.156.249,TCP:6802,TCP:35162,440340000,7339000
67.58.51.234,10.244.213.2,67.58.51.234,TCP:6801,TCP:43148,436510000,7275170
129.93.241.5,104.18.125.25,129.93.241.5,TCP:443,TCP:23535,417400000,6956670
67.58.51.233,10.244.129.197,10.244.167.177,TCP:35894,TCP:6802,417330000,6955500
67.58.53.143,10.244.115.125,10.244.111.170,TCP:36826,TCP:9200,417000000,6950000
67.58.51.248,10.244.4.218,10.244.194.68,TCP:6802,TCP:39070,413740000,6895670
67.58.51.237,10.244.179.251,10.244.129.197,TCP:51252,TCP:6802,405720000,6762000
192.5.19.135,130.191.103.1,192.5.19.135,TCP:443,TCP:60980,402740000,6712330
67.58.51.245,10.244.129.197,10.244.1.231,TCP:6802,TCP:41324,393400000,6556670
67.58.51.232,10.244.1.231,10.244.73.230,TCP:54178,TCP:6802,385800000,6430000
192.154.2.254,192.154.2.254,67.58.51.12,TCP:5473,TCP:41989,383040000,6384000
67.58.51.246,10.244.158.219,10.244.56.177,TCP:55570,TCP:6802,381030000,6350500
67.58.51.243,10.244.73.230,10.244.213.2,TCP:6802,TCP:34172,379180000,6319670
67.58.51.237,10.244.217.218,10.244.179.251,TCP:6802,TCP:53524,377700000,6295000
67.58.51.246,10.244.158.219,67.58.51.246,TCP:6801,TCP:40156,375480000,6258000
67.58.51.233,10.244.56.177,10.244.167.177,TCP:42264,TCP:6802,375450000,6257500
67.58.51.231,10.244.1.231,10.244.156.249,TCP:55760,TCP:6802,375060000,6251000
67.58.51.239,10.244.56.177,10.244.158.219,TCP:6802,TCP:55570,373710000,6228500
67.58.51.53,67.58.51.232,10.244.73.230,67.58.51.53,10.244.5.72,TCP:6801,TCP:41642,rook-haosu,rook-ceph-osd-22-6867d85855-xk7wc,osd,_,_,_,370428000,6173800
67.58.51.53,67.58.51.239,10.244.158.219,67.58.51.53,10.244.5.72,TCP:6801,TCP:58992,rook-haosu,rook-ceph-osd-21-6954b56bf9-hn8fl,osd,_,_,_,370205000,6170080
67.58.51.53,67.58.51.244,10.244.113.27,67.58.51.53,10.244.5.72,TCP:6801,TCP:48222,rook-haosu,rook-ceph-osd-3-d46796c67-q4sg9,osd,_,_,_,369878000,6164630
67.58.51.241,10.244.156.249,10.244.206.175,TCP:6802,TCP:57422,369830000,6163830
67.58.51.53,67.58.51.235,10.244.129.197,67.58.51.53,10.244.5.72,TCP:6801,TCP:48854,rook-haosu,rook-ceph-osd-11-66c879b7c-hlkqf,osd,_,_,_,369771000,6162850
192.154.2.254,192.154.2.254,10.244.33.60,171.66.4.10,10.244.88.35,TCP:52902,TCP:6802,rook,rook-ceph-osd-116-54d747fb55-tv8zz,osd,rook,rook-ceph-osd-176-7df759dfff-qdk85,osd,366720000,6112000
199.109.80.17,168.123.136.165,199.109.80.17,TCP:50378,TCP:5201,365826000,6097100
67.58.50.67,67.58.50.67,10.244.16.16,68.181.11.162,10.244.182.244,TCP:40738,TCP:6802,rook,rook-ceph-osd-115-7c7f686474-8sf2x,osd,rook,rook-ceph-osd-129-6d67747cff-znc6d,osd,364529000,6075480
67.58.51.230,10.244.156.249,10.244.107.143,TCP:6802,TCP:40128,364100000,6068330
171.66.4.10,171.66.4.10,10.244.88.16,130.191.49.222,10.244.18.51,TCP:48756,TCP:6808,rook,rook-ceph-osd-174-68cc86bf75-9klmr,osd,rook,rook-ceph-osd-55-7bfd69bf65-mnfkp,osd,363840000,6064000
67.58.51.234,10.244.194.68,10.244.43.101,TCP:6802,TCP:52184,362870000,6047830
67.58.51.236,10.244.56.177,10.244.149.211,TCP:40244,TCP:6802,362775000,6046250
138.23.104.66,171.66.4.10,10.244.88.26,138.23.104.66,10.244.15.49,TCP:6802,TCP:57016,rook,rook-ceph-osd-179-646cf46978-kcktg,osd,rook,rook-ceph-osd-197-7dcc54bbcd-lwmgk,osd,362080000,6034670
67.58.51.245,10.244.217.218,10.244.1.231,TCP:6802,TCP:48334,361810000,6030170
67.58.51.236,10.244.73.230,10.244.149.211,TCP:6802,TCP:39646,361810000,6030170
130.191.49.222,130.191.49.222,10.244.18.29,67.58.53.151,10.244.40.238,TCP:6800,TCP:55582,rook,rook-ceph-osd-54-65f77b8468-ksh6s,osd,rook,rook-ceph-rgw-nautiluss3-s-84c676db44-kppz4,rgw,361497000,6024960
130.191.49.222,130.191.49.222,10.244.18.32,199.109.80.20,10.244.7.218,TCP:8080,TCP:46434,rook,rook-ceph-rgw-nautiluss3-a-7dd9568ddd-j6lmd,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-9-sz-65536-mx6mh,dp-container,361474000,6024570
130.191.49.222,130.191.49.222,10.244.18.0,67.58.51.61,10.244.211.0,TCP:6801,TCP:50608,rook,rook-ceph-osd-57-77f86c8899-kmkt2,osd,_,_,_,361452000,6024200
67.58.51.235,10.244.179.251,10.244.129.197,TCP:51252,TCP:6802,361440000,6024000
67.58.51.240,10.244.213.2,10.244.217.218,TCP:49902,TCP:6802,361440000,6024000
130.191.49.222,130.191.49.222,10.244.18.50,67.58.51.61,10.244.211.0,TCP:6801,TCP:45634,rook,rook-ceph-osd-56-554bbcb548-qcbd8,osd,_,_,_,361363000,6022720
67.58.51.237,10.244.167.177,10.244.179.251,TCP:6802,TCP:40912,361360000,6022670
130.191.49.222,130.191.49.222,10.244.18.51,67.58.51.61,10.244.211.0,TCP:6801,TCP:35174,rook,rook-ceph-osd-55-7bfd69bf65-mnfkp,osd,_,_,_,361299000,6021650
130.191.49.222,130.191.49.222,10.244.18.32,67.58.53.144,10.244.113.220,TCP:8080,TCP:41100,rook,rook-ceph-rgw-nautiluss3-a-7dd9568ddd-j6lmd,rgw,braingeneers,dp-train-caf34-wnr-v14-run7.1-szhighwshuff-ch-90-sz-16384-fr9n6,dp-container,361216000,6020270
130.191.49.222,130.191.49.222,10.244.18.27,67.58.50.236,10.244.100.1,TCP:6801,TCP:34490,rook,rook-ceph-osd-29-6f799b768d-4x5zk,osd,_,_,_,361117000,6018620
130.191.49.222,130.191.49.222,10.244.18.2,138.23.104.66,10.244.15.62,TCP:6802,TCP:59428,rook,rook-ceph-osd-32-7689f9ffdd-vjcgw,osd,rook,rook-ceph-osd-191-6759ffcdc6-jmcm4,osd,361079000,6017990
130.191.49.222,130.191.49.222,10.244.18.0,68.181.11.162,10.244.182.206,TCP:49190,TCP:6802,rook,rook-ceph-osd-57-77f86c8899-kmkt2,osd,rook,rook-ceph-osd-111-575c498b5d-5fpwx,osd,361042000,6017360
67.58.51.239,10.244.156.249,10.244.158.219,TCP:6802,TCP:50712,360960000,6016000
130.191.49.222,130.191.49.222,10.244.18.2,128.111.68.131,10.244.87.10,TCP:43618,TCP:6802,rook,rook-ceph-osd-32-7689f9ffdd-vjcgw,osd,rook,rook-ceph-osd-61-7c678dffb6-g5xfg,osd,360951000,6015860
130.191.49.222,130.191.49.222,10.244.18.45,138.23.104.66,10.244.15.29,TCP:42526,TCP:6808,rook,rook-ceph-osd-52-554d87457d-64nfv,osd,rook,rook-ceph-osd-173-57d8dffc6d-dfpxn,osd,360866000,6014430
67.58.51.242,10.244.73.230,10.244.53.157,TCP:6802,TCP:56250,360770000,6012830
67.58.51.243,10.244.129.197,10.244.213.2,TCP:6802,TCP:51278,360320000,6005330
67.58.51.232,10.244.156.249,10.244.73.230,TCP:60038,TCP:6802,360320000,6005330
67.58.50.67,67.58.50.67,10.244.16.37,138.23.104.66,10.244.15.62,TCP:43258,TCP:6808,rook,rook-ceph-osd-133-75d8c88b8b-l4fxt,osd,rook,rook-ceph-osd-191-6759ffcdc6-jmcm4,osd,360226000,6003770
67.58.50.67,67.58.50.67,10.244.16.54,128.111.68.131,10.244.87.42,TCP:57280,TCP:6802,rook,rook-ceph-osd-121-5c8b44c67-ndmd5,osd,rook,rook-ceph-osd-66-65c56bb879-b4m5d,osd,360216000,6003600
67.58.50.67,67.58.50.67,10.244.16.48,128.114.109.67,10.244.106.20,TCP:6800,TCP:55520,rook,rook-ceph-osd-134-5db89676f5-bs4vj,osd,rook,rook-ceph-rgw-nautiluss3-q-68fcdcf88d-nzr7b,rgw,360206000,6003430
67.58.50.67,67.58.50.67,10.244.16.37,67.58.51.16,10.244.236.35,TCP:6800,TCP:46294,rook,rook-ceph-osd-133-75d8c88b8b-l4fxt,osd,rook,rook-ceph-rgw-nautiluss3-o-6d8db494fb-sf2c6,rgw,360196000,6003260
67.58.50.67,67.58.50.67,10.244.16.40,67.58.51.61,10.244.211.0,TCP:6801,TCP:59754,rook,rook-ceph-osd-119-86749779d4-dcl9f,osd,_,_,_,360176000,6002930
67.58.50.67,67.58.50.67,10.244.16.39,68.181.11.162,10.244.182.199,TCP:40642,TCP:6802,rook,rook-ceph-osd-120-6d6c6f5d98-5dhsx,osd,rook,rook-ceph-osd-144-787b85bb68-28rhc,osd,360137000,6002290
67.58.50.67,67.58.50.67,10.244.16.40,138.23.104.66,10.244.15.46,TCP:36576,TCP:6802,rook,rook-ceph-osd-119-86749779d4-dcl9f,osd,rook,rook-ceph-osd-194-6bc9b78765-hlhxf,osd,360119000,6001980
67.58.50.67,67.58.50.67,10.244.16.37,67.58.51.61,10.244.211.0,TCP:6801,TCP:54476,rook,rook-ceph-osd-133-75d8c88b8b-l4fxt,osd,_,_,_,360110000,6001830
67.58.53.160,199.109.80.22,10.244.219.166,67.58.53.160,10.244.152.75,TCP:8081,TCP:63729,kraken,kraken-agent-qs4zr,main,_,_,_,360075000,6001250
67.58.50.67,67.58.50.67,10.244.16.47,128.114.109.70,10.244.10.62,TCP:6808,TCP:56138,rook,rook-ceph-osd-97-7655cfc58f-b4cvd,osd,rook,rook-ceph-osd-16-585c85ccc4-m7b4x,osd,360056000,6000940
67.58.50.67,68.181.11.162,10.244.182.195,67.58.50.67,10.244.16.54,TCP:6802,TCP:42846,rook,rook-ceph-osd-143-94b8bcdbc-8hjq5,osd,rook,rook-ceph-osd-121-5c8b44c67-ndmd5,osd,360039000,6000660
67.58.50.67,67.58.50.67,10.244.16.42,138.23.104.66,10.244.15.56,TCP:6808,TCP:47024,rook,rook-ceph-osd-137-674d7b586b-h6q5q,osd,rook,rook-ceph-osd-193-8486644844-lctrg,osd,360023000,6000380
67.58.50.67,67.58.50.67,10.244.16.37,192.154.2.254,10.244.33.29,TCP:48146,TCP:6808,rook,rook-ceph-osd-133-75d8c88b8b-l4fxt,osd,rook,rook-ceph-osd-117-7558b7fd5d-kscn2,osd,359982000,5999710
67.58.50.67,67.58.50.67,10.244.16.37,67.58.53.166,10.244.19.153,TCP:6801,TCP:51802,rook,rook-ceph-osd-133-75d8c88b8b-l4fxt,osd,_,_,_,359967000,5999450
67.58.50.67,67.58.50.67,10.244.16.48,128.114.109.67,10.244.106.36,TCP:6808,TCP:53462,rook,rook-ceph-osd-134-5db89676f5-bs4vj,osd,rook,rook-ceph-osd-10-c4885cd44-zkvbr,osd,359959000,5999320
67.58.50.67,67.58.50.67,10.244.16.39,67.58.53.218,10.244.42.76,TCP:6808,TCP:38246,rook,rook-ceph-osd-120-6d6c6f5d98-5dhsx,osd,rook,rook-ceph-osd-186-666c57c898-75kzr,osd,359944000,5999070
